vectorizer,scaler,oversampler,undersampler,estimator,n_estimators,estimator,n_estimators,learning_rate,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,mean_score_time,std_score_time,rank_test_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,std_fit_time,params
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,5,10,5,,1.9943,0.0756,31,0.7848,0.0059,0.7852,0.7829,0.787,0.7753,0.7936,229.3554,0.9311,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,2,,7.5745,0.3056,33,0.769,0.0088,0.7692,0.7609,0.7779,0.7576,0.7794,275.6708,3.3551,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,2,,7.4181,0.8667,34,0.7688,0.0081,0.7683,0.7602,0.7766,0.7596,0.7793,397.2158,29.9519,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,2,,3.9625,0.73,35,0.7686,0.0077,0.7683,0.7605,0.7734,0.7605,0.7804,147.2016,3.3594,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,5,,7.5237,0.4398,36,0.7683,0.0081,0.7669,0.7617,0.7773,0.7576,0.7777,270.0671,8.9843,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,5,,5.6788,0.2615,36,0.7683,0.0081,0.7669,0.7617,0.7773,0.7576,0.7777,224.1605,0.496,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,5,,2.1843,0.1271,38,0.7681,0.0077,0.7685,0.7646,0.7736,0.7557,0.7783,79.2455,1.2449,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,5,,2.0882,0.0193,38,0.7681,0.0077,0.7685,0.7646,0.7736,0.7557,0.7783,72.8336,0.6063,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,2,,2.9842,0.1524,40,0.7679,0.0075,0.7685,0.7602,0.7739,0.7589,0.7779,91.3547,0.8696,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,2,,5.7245,0.2824,41,0.7669,0.0077,0.7652,0.7655,0.7713,0.7545,0.7779,767.6509,37.3573,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,2,,5.0093,1.885,42,0.7662,0.0071,0.7686,0.7625,0.7656,0.7564,0.778,408.6703,3.946,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,2,,8.5765,1.3097,43,0.7656,0.007,0.7647,0.7629,0.7699,0.755,0.7757,833.9982,35.0371,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,5,,2.2045,0.127,44,0.7656,0.0066,0.768,0.7608,0.7681,0.7559,0.7749,210.159,1.0896,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,5,,2.6263,0.1961,44,0.7656,0.0066,0.768,0.7608,0.7681,0.7559,0.7749,233.843,3.0004,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,5,,6.0081,0.2322,46,0.7651,0.0075,0.7664,0.7605,0.7689,0.7538,0.7761,708.8636,14.6017,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,10,5,,6.0648,0.4633,46,0.7651,0.0075,0.7664,0.7605,0.7689,0.7538,0.7761,629.0427,2.5248,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,5,5,2,,2.4801,0.2547,48,0.7651,0.0062,0.7669,0.7625,0.7652,0.7558,0.775,257.0901,3.5289,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,5,,5.543,0.2245,49,0.7625,0.0075,0.7612,0.7568,0.7685,0.7528,0.7732,200.9244,2.2013,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,5,,5.3359,0.2178,49,0.7625,0.0075,0.7612,0.7568,0.7685,0.7528,0.7732,197.5989,1.4161,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,2,,5.972,0.402,51,0.7622,0.0076,0.7607,0.7561,0.7692,0.7525,0.7726,222.6532,0.3802,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,2,,5.2876,0.2283,52,0.762,0.0082,0.7599,0.7563,0.7687,0.7514,0.7738,207.0357,0.6469,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,2,,1.8413,0.0559,53,0.7603,0.008,0.7599,0.7551,0.7627,0.7501,0.7739,69.4661,0.4506,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,2,,1.9369,0.1184,54,0.76,0.0076,0.7597,0.7547,0.765,0.7495,0.7711,75.4132,0.9066,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,5,,2.0966,0.1222,55,0.7594,0.0084,0.7581,0.7551,0.7639,0.7473,0.7724,69.7671,0.7471,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,5,,1.9159,0.103,55,0.7594,0.0084,0.7581,0.7551,0.7639,0.7473,0.7724,69.6923,0.3288,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,2,,5.3297,0.211,57,0.7582,0.0076,0.7598,0.7548,0.7622,0.7457,0.7683,730.2811,6.7569,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,5,,4.1626,0.8745,58,0.7581,0.0081,0.7575,0.7558,0.763,0.7449,0.7691,664.7949,25.5134,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,5,,5.3123,0.142,58,0.7581,0.0081,0.7575,0.7558,0.763,0.7449,0.7691,670.7124,1.4686,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,2,,5.4228,0.2814,60,0.758,0.0078,0.7591,0.7548,0.7627,0.745,0.7681,707.4724,1.6194,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,2,,2.1121,0.1675,61,0.7573,0.0084,0.7606,0.7526,0.7585,0.7448,0.7701,250.0816,1.5187,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,2,,1.8633,0.0125,62,0.7571,0.0088,0.7607,0.7511,0.7593,0.7443,0.7702,234.6044,1.4599,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,5,5,,1.952,0.054,63,0.7564,0.0085,0.7568,0.7524,0.7597,0.7436,0.7694,230.615,1.8503,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
